Movie Title,Director,Genre,Release Year
The Paper,Ron Howard,"Comedy, Drama",1994
Apollo 13,Ron Howard,"Drama, History",1995
Ransom,Ron Howard,"Action, Thriller",1996
Edtv,Ron Howard,Comedy,1999
How the Grinch Stole Christmas,Ron Howard,"Family, Comedy, Fantasy",2000
A Beautiful Mind,Ron Howard,"Drama, Romance",2001
The Missing,Ron Howard,"Thriller, Western, Adventure",2003
Cinderella Man,Ron Howard,"Romance, Drama, History",2005
The Da Vinci Code,Ron Howard,"Thriller, Mystery",2006
Frost/Nixon,Ron Howard,"Drama, History",2008
Angels & Demons,Ron Howard,"Thriller, Mystery",2009
The Dilemma,Ron Howard,"Comedy, Drama",2011
Rush,Ron Howard,"Drama, Action",2013
Made in America,Ron Howard,"Documentary, Music",2013
In the Heart of the Sea,Ron Howard,"Thriller, Drama, Adventure, Action, History",2015
Inferno,Ron Howard,"Mystery, Thriller, Action",2016
The Beatles: Eight Days a Week - The Touring Years,Ron Howard,"Documentary, Music",2016
Solo: A Star Wars Story,Ron Howard,"Science Fiction, Adventure, Action",2018
Pavarotti,Ron Howard,"Documentary, History, TV Movie",2019
Hillbilly Elegy,Ron Howard,Drama,2020
Rebuilding Paradise,Ron Howard,Documentary,2020
We Feed People,Ron Howard,Documentary,2022
Thirteen Lives,Ron Howard,"Drama, Thriller",2022
Eden,Ron Howard,"Thriller, Drama",2024
Jim Henson Idea Man,Ron Howard,Documentary,2024
Family Again,Ruben Östlund,Documentary,2002
The Guitar Mongoloid,Ruben Östlund,Drama,2004
Involuntary,Ruben Östlund,"Comedy, Drama",2008
Play,Ruben Östlund,"Drama, Crime",2011
Force Majeure,Ruben Östlund,Drama,2014
The Square,Ruben Östlund,Drama,2017
Triangle of Sadness,Ruben Östlund,"Comedy, Drama",2022
Like Nothing Happened,Ryusuke Hamaguchi,,2003
Solaris,Ryusuke Hamaguchi,"Drama, Science Fiction",2007
Passion,Ryusuke Hamaguchi,Drama,2008
I Love Thee for Good,Ryusuke Hamaguchi,"Drama, Romance",2009
The Depths,Ryusuke Hamaguchi,Drama,2011
The Sound of Waves,Ryusuke Hamaguchi,Documentary,2012
Intimacies,Ryusuke Hamaguchi,Drama,2012
Storytellers,Ryusuke Hamaguchi,Documentary,2013
Voices from the Waves - Kesennuma,Ryusuke Hamaguchi,Documentary,2013
Touching the Skin of Eeriness,Ryusuke Hamaguchi,"Drama, Mystery",2013
Voices from the Waves - Shinchimachi,Ryusuke Hamaguchi,Documentary,2013
Happy Hour,Ryusuke Hamaguchi,Drama,2015
Asako I & II,Ryusuke Hamaguchi,"Drama, Romance",2018
Drive My Car,Ryusuke Hamaguchi,Drama,2021
Wheel of Fortune and Fantasy,Ryusuke Hamaguchi,"Drama, Romance",2021
Evil Does Not Exist,Ryusuke Hamaguchi,Drama,2023
Gift,Ryusuke Hamaguchi,Music,2023
Cabaret,Sam Mendes,"Romance, Music, Drama, War",1993
Company,Sam Mendes,"Comedy, Drama, TV Movie",1996
American Beauty,Sam Mendes,Drama,1999
Road to Perdition,Sam Mendes,"Crime, Drama, Thriller",2002
Jarhead,Sam Mendes,"Drama, War",2005
Revolutionary Road,Sam Mendes,"Drama, Romance",2008
Away We Go,Sam Mendes,"Drama, Comedy, Romance",2009
Skyfall,Sam Mendes,"Action, Adventure, Thriller",2012
Spectre,Sam Mendes,"Action, Adventure, Thriller",2015
National Theatre Live: The Lehman Trilogy,Sam Mendes,Drama,2019
1917,Sam Mendes,"War, Action, Drama, History",2019
Empire of Light,Sam Mendes,"Drama, Romance",2022
National Theatre Live: The Motive and the Cue,Sam Mendes,Drama,2024
Down the Wind,Scott Hicks,Drama,1975
Freedom,Scott Hicks,"Action, Adventure, Crime",1982
Call Me Mr. Brown,Scott Hicks,,1985
Sebastian and the Sparrow,Scott Hicks,,1988
Shine,Scott Hicks,Drama,1996
Snow Falling on Cedars,Scott Hicks,"Drama, Romance",1999
Hearts in Atlantis,Scott Hicks,Drama,2001
No Reservations,Scott Hicks,"Comedy, Romance, Drama",2007
Glass: A Portrait of Philip in Twelve Parts,Scott Hicks,"Documentary, Music",2007
The Boys Are Back,Scott Hicks,Drama,2009
The Lucky One,Scott Hicks,"Drama, Romance",2012
Fallen,Scott Hicks,"Drama, Fantasy, Romance",2016
Highly Strung,Scott Hicks,"Documentary, Music",2016
My Name's Ben Folds – I Play Piano,Scott Hicks,"Documentary, Music",2023
The Musical Mind: A Portrait in Process,Scott Hicks,"Documentary, Music",2023
Tragedy in a Temporary Town,Sidney Lumet,"Drama, TV Movie",1956
Mr. Broadway,Sidney Lumet,"Music, Drama, TV Movie",1957
12 Angry Men,Sidney Lumet,Drama,1957
Stage Struck,Sidney Lumet,"Drama, Romance",1958
All the King's Men,Sidney Lumet,"Drama, TV Movie",1958
Three Plays by Tennessee Williams,Sidney Lumet,"Drama, TV Movie",1958
Hans Brinker and the Silver Skates,Sidney Lumet,"Family, Music, TV Movie",1958
That Kind of Woman,Sidney Lumet,"Drama, Comedy, Romance",1959
The Fugitive Kind,Sidney Lumet,"Romance, Drama",1960
John Brown's Raid,Sidney Lumet,"Drama, TV Movie",1960
The Iceman Cometh,Sidney Lumet,"Drama, TV Movie",1960
Play of the Week: Rashomon,Sidney Lumet,"Crime, Drama, Mystery, TV Movie",1960
The Dybbuk,Sidney Lumet,"Horror, Drama, Fantasy, History, TV Movie",1960
Long Day's Journey Into Night,Sidney Lumet,Drama,1962
A View from the Bridge,Sidney Lumet,Drama,1962
Fail Safe,Sidney Lumet,"Thriller, Drama, War",1964
The Pawnbroker,Sidney Lumet,Drama,1965
The Hill,Sidney Lumet,"Drama, War",1965
The Group,Sidney Lumet,Drama,1966
The Deadly Affair,Sidney Lumet,"Thriller, Mystery, Drama",1967
Bye Bye Braverman,Sidney Lumet,"Comedy, Drama",1968
The Sea Gull,Sidney Lumet,"Romance, Drama",1968
The Appointment,Sidney Lumet,"Drama, Mystery",1969
Last of the Mobile Hot Shots,Sidney Lumet,Drama,1970
The Anderson Tapes,Sidney Lumet,"Crime, Thriller, Drama",1971
Child's Play,Sidney Lumet,"Drama, Mystery, Thriller",1972
Serpico,Sidney Lumet,"Crime, Drama",1973
The Offence,Sidney Lumet,"Crime, Drama, Thriller",1973
Lovin' Molly,Sidney Lumet,"Romance, Drama",1974
Dog Day Afternoon,Sidney Lumet,"Crime, Drama, Thriller",1975
Network,Sidney Lumet,Drama,1976
Equus,Sidney Lumet,"Drama, Mystery, Thriller",1977
The Wiz,Sidney Lumet,"Music, Fantasy, Adventure",1978
Just Tell Me What You Want,Sidney Lumet,"Comedy, Romance",1980
Prince of the City,Sidney Lumet,"Drama, Thriller, Crime",1981
The Verdict,Sidney Lumet,Drama,1982
Deathtrap,Sidney Lumet,"Mystery, Thriller, Comedy",1982
Daniel,Sidney Lumet,Drama,1983
Garbo Talks,Sidney Lumet,"Comedy, Drama",1984
The Morning After,Sidney Lumet,"Thriller, Mystery, Romance, Crime",1986
Power,Sidney Lumet,Drama,1986
Running on Empty,Sidney Lumet,"Drama, Romance, Crime",1988
Family Business,Sidney Lumet,"Crime, Drama, Comedy",1989
Q & A,Sidney Lumet,"Action, Thriller, Crime",1990
A Stranger Among Us,Sidney Lumet,"Crime, Mystery, Thriller",1992
Guilty as Sin,Sidney Lumet,"Thriller, Drama",1993
Critical Care,Sidney Lumet,"Comedy, Drama",1997
Night Falls on Manhattan,Sidney Lumet,"Drama, Crime, Thriller",1997
Gloria,Sidney Lumet,"Drama, Crime, Thriller",1999
Strip Search,Sidney Lumet,"Drama, TV Movie",2004
Find Me Guilty,Sidney Lumet,"Comedy, Crime, Drama",2006
Before the Devil Knows You're Dead,Sidney Lumet,"Crime, Drama, Thriller",2007
The Virgin Suicides,Sofia Coppola,"Drama, Romance",2000
Lost in Translation,Sofia Coppola,"Drama, Romance",2003
Marie Antoinette,Sofia Coppola,"Drama, History",2006
Somewhere,Sofia Coppola,Drama,2010
The Bling Ring,Sofia Coppola,"Drama, Crime",2013
A Very Murray Christmas,Sofia Coppola,"Comedy, Music",2015
La Traviata,Sofia Coppola,Music,2017
The Beguiled,Sofia Coppola,Drama,2017
On the Rocks,Sofia Coppola,"Drama, Comedy",2020
Priscilla,Sofia Coppola,"Drama, Romance",2023
Beastie Boys: Sabotage,Spike Jonze,"Music, Comedy, Action",1994
Björk: Volumen,Spike Jonze,Music,1998
Being John Malkovich,Spike Jonze,"Comedy, Drama, Fantasy",1999
D.A.F.T.,Spike Jonze,"Music, Science Fiction, Documentary",1999
Clip Cult,Spike Jonze,,1999
Beastie Boys: Video Anthology,Spike Jonze,"Documentary, Music",2000
"D.A.F.T.: A Story About Dogs, Androids, Firemen and Tomatoes",Spike Jonze,Music,2000
Adaptation.,Spike Jonze,"Comedy, Crime, Drama",2002
Girl - Yeah Right!,Spike Jonze,Documentary,2003
The Work of Director Spike Jonze,Spike Jonze,"Documentary, Music",2003
R.E.M.: In View 1988-2003 (The Best of R.E.M.),Spike Jonze,Music,2003
Chocolate - Hot Chocolate,Spike Jonze,Documentary,2004
Weezer: Video Capture Device - Treasures from the Vault 1991-2002,Spike Jonze,"Music, Documentary",2004
The Medúlla Videos,Spike Jonze,Music,2005
Beastie Boys Solid Gold Hits,Spike Jonze,"Documentary, Music",2005
Lakai - Fully Flared,Spike Jonze,Documentary,2007
The Final Flare,Spike Jonze,Documentary,2008
Where the Wild Things Are,Spike Jonze,"Family, Fantasy, Drama, Adventure",2009
Girl & Chocolate - Pretty Sweet,Spike Jonze,Documentary,2012
Her,Spike Jonze,"Romance, Science Fiction, Drama",2013
Aziz Ansari: Right Now,Spike Jonze,"Comedy, TV Movie, Documentary",2019
Beastie Boys Story,Spike Jonze,"Music, Documentary",2020
Joe's Bed-Stuy Barbershop: We Cut Heads,Spike Lee,Drama,1983
She's Gotta Have It,Spike Lee,"Comedy, Romance",1986
School Daze,Spike Lee,"Comedy, Drama, Music",1988
Do the Right Thing,Spike Lee,Drama,1989
Mo' Better Blues,Spike Lee,"Drama, Music",1990
Jungle Fever,Spike Lee,"Drama, Romance",1991
Malcolm X,Spike Lee,"Drama, History",1992
Crooklyn,Spike Lee,"Comedy, Drama",1994
Clockers,Spike Lee,"Crime, Drama, Mystery",1995
Girl 6,Spike Lee,"Comedy, Drama",1996
Get on the Bus,Spike Lee,Drama,1996
"HIStory on Film, Volume II",Spike Lee,Music,1997
4 Little Girls,Spike Lee,Documentary,1997
He Got Game,Spike Lee,Drama,1998
John Leguizamo: Freak,Spike Lee,Comedy,1998
Summer of Sam,Spike Lee,"Crime, Drama, Thriller",1999
Pavarotti & Friends 99 for Guatemala and Kosovo,Spike Lee,"Music, TV Movie, Documentary",1999
The Original Kings of Comedy,Spike Lee,"Comedy, Documentary",2000
Bamboozled,Spike Lee,"Comedy, Drama",2000
A Huey P. Newton Story,Spike Lee,"Documentary, Drama",2001
The Making of 'Bamboozled',Spike Lee,Documentary,2001
25th Hour,Spike Lee,"Crime, Drama",2002
Ten Minutes Older: The Trumpet,Spike Lee,"Documentary, Drama",2002
Jim Brown: All-American,Spike Lee,Documentary,2002
She Hate Me,Spike Lee,"Comedy, Drama",2004
Sucker Free City,Spike Lee,"Drama, TV Movie, Crime",2004
Inside Man,Spike Lee,"Crime, Drama, Thriller",2006
Miracle at St. Anna,Spike Lee,"Drama, War",2008
Kobe Doin' Work,Spike Lee,Documentary,2009
Passing Strange,Spike Lee,"Music, Documentary",2009
Red Hook Summer,Spike Lee,Drama,2012
Bad 25,Spike Lee,"Documentary, Music",2012
Oldboy,Spike Lee,"Drama, Thriller, Mystery, Action",2013
Mike Tyson: Undisputed Truth,Spike Lee,"Comedy, Drama, Documentary, TV Movie",2013
Jerrod Carmichael: Love at the Store,Spike Lee,"Comedy, TV Movie",2014
Katt Williams: Priceless: Afterlife,Spike Lee,"TV Movie, Comedy, Documentary",2014
Da Sweet Blood of Jesus,Spike Lee,"Romance, Drama, Horror",2015
Chi-Raq,Spike Lee,"Drama, Crime, Comedy",2015
Michael Jackson's Journey from Motown to Off the Wall,Spike Lee,"Music, Documentary",2016
2 Fists Up,Spike Lee,"Documentary, TV Movie",2016
Rodney King,Spike Lee,"Drama, Crime",2017
BlacKkKlansman,Spike Lee,"Crime, Comedy, Drama",2018
Pass Over,Spike Lee,Drama,2018
Da 5 Bloods,Spike Lee,"War, Drama",2020
David Byrne's American Utopia,Spike Lee,"Music, Documentary",2020
Billy Elliot,Stephen Daldry,"Drama, Comedy, Music",2000
The Hours,Stephen Daldry,Drama,2002
The Reader,Stephen Daldry,"Drama, Romance",2008
Extremely Loud & Incredibly Close,Stephen Daldry,Drama,2011
Billy Elliot: The Musical Live,Stephen Daldry,"Music, Drama, History",2014
National Theatre Live: Skylight,Stephen Daldry,Drama,2014
Together,Stephen Daldry,"Drama, Comedy",2021
Gumshoe,Stephen Frears,"Drama, Comedy, Crime",1971
Three Men in a Boat,Stephen Frears,"Drama, Comedy, TV Movie",1975
Sunset Across the Bay,Stephen Frears,"Drama, TV Movie",1975
Early Struggles,Stephen Frears,"Drama, TV Movie",1976
Last Summer,Stephen Frears,"Crime, Drama, TV Movie",1977
Doris and Doreen,Stephen Frears,"Drama, Comedy, TV Movie",1978
Me! I'm Afraid of Virginia Woolf,Stephen Frears,"Drama, TV Movie",1978
One Fine Day,Stephen Frears,"Drama, TV Movie",1979
Afternoon Off,Stephen Frears,"Drama, Romance, TV Movie",1979
Long Distance Information,Stephen Frears,"Drama, TV Movie",1979
Bloody Kids,Stephen Frears,"Drama, TV Movie",1980
Going Gently,Stephen Frears,"Drama, TV Movie",1981
Walter,Stephen Frears,"Drama, TV Movie",1982
Walter and June,Stephen Frears,"Drama, TV Movie",1983
Saigon: Year Of The Cat,Stephen Frears,"Drama, Romance, War, TV Movie",1983
The Hit,Stephen Frears,"Drama, Thriller, Crime, Action",1984
December Flower,Stephen Frears,"Drama, TV Movie",1984
My Beautiful Laundrette,Stephen Frears,"Comedy, Drama, Romance",1985
Song of Experience,Stephen Frears,"Drama, TV Movie",1986
Prick Up Your Ears,Stephen Frears,Drama,1987
Sammy and Rosie Get Laid,Stephen Frears,"Drama, Comedy",1987
Dangerous Liaisons,Stephen Frears,"Drama, Romance",1988
Mr Jolly Lives Next Door,Stephen Frears,"Comedy, Horror, TV Movie",1988
The Grifters,Stephen Frears,"Crime, Drama",1990
Hero,Stephen Frears,"Comedy, Drama",1992
The Snapper,Stephen Frears,"Comedy, Drama",1993
Typically British: A Personal History of British Cinema,Stephen Frears,Documentary,1995
The Van,Stephen Frears,"Comedy, Drama",1996
Mary Reilly,Stephen Frears,"Drama, Horror, Thriller",1996
The Hi-Lo Country,Stephen Frears,"Drama, Romance, Western",1998
High Fidelity,Stephen Frears,"Drama, Comedy, Romance, Music",2000
Liam,Stephen Frears,Drama,2001
Dirty Pretty Things,Stephen Frears,"Crime, Drama, Thriller",2002
The Deal,Stephen Frears,"Comedy, Drama, Romance, Thriller, TV Movie",2003
Mrs. Henderson Presents,Stephen Frears,"Comedy, Drama",2005
The Queen,Stephen Frears,"Drama, History",2006
Chéri,Stephen Frears,"Drama, Comedy, Romance",2009
Tamara Drewe,Stephen Frears,"Comedy, Romance",2010
Lay the Favorite,Stephen Frears,"Drama, Comedy",2012
Philomena,Stephen Frears,Drama,2013
Muhammad Ali's Greatest Fight,Stephen Frears,"Drama, TV Movie",2013
The Program,Stephen Frears,Drama,2015
Florence Foster Jenkins,Stephen Frears,"Comedy, Drama",2016
Victoria & Abdul,Stephen Frears,"Drama, History",2017
The Lost King,Stephen Frears,"Comedy, Drama, History",2022
Yes - 9012 Live,Steven Soderbergh,"Music, Documentary",1985
"sex, lies, and videotape",Steven Soderbergh,Drama,1989
Kafka,Steven Soderbergh,"Drama, Mystery, Science Fiction",1991
King of the Hill,Steven Soderbergh,"Drama, History",1993
The Underneath,Steven Soderbergh,"Crime, Drama, Thriller",1995
Gray's Anatomy,Steven Soderbergh,"Comedy, Drama",1996
Schizopolis,Steven Soderbergh,Comedy,1997
Out of Sight,Steven Soderbergh,"Romance, Comedy, Crime",1998
The Limey,Steven Soderbergh,"Crime, Drama, Thriller",1999
Erin Brockovich,Steven Soderbergh,Drama,2000
Traffic,Steven Soderbergh,"Thriller, Drama, Crime",2000
Ocean's Eleven,Steven Soderbergh,"Thriller, Crime",2001
Full Frontal,Steven Soderbergh,"Comedy, Romance",2002
Ocean's Twelve,Steven Soderbergh,"Thriller, Crime",2004
Eros,Steven Soderbergh,"Drama, Romance",2004
The Good German,Steven Soderbergh,"Drama, War, Thriller, Mystery",2006
Bubble,Steven Soderbergh,"Drama, Crime, Mystery",2006
Ocean's Thirteen,Steven Soderbergh,"Crime, Thriller",2007
Che: Part One,Steven Soderbergh,"Drama, History, War",2008
Che: Part Two,Steven Soderbergh,"Drama, History, War",2008
The Informant!,Steven Soderbergh,"Drama, Comedy, Crime",2009
The Girlfriend Experience,Steven Soderbergh,Drama,2009
And Everything Is Going Fine,Steven Soderbergh,"Documentary, Drama",2010
Contagion,Steven Soderbergh,"Drama, Thriller, Science Fiction",2011
Haywire,Steven Soderbergh,"Action, Thriller",2011
Magic Mike,Steven Soderbergh,"Drama, Comedy",2012
Side Effects,Steven Soderbergh,"Thriller, Crime, Drama",2013
Behind the Candelabra,Steven Soderbergh,"Drama, Romance",2013
Logan Lucky,Steven Soderbergh,"Comedy, Crime",2017
Unsane,Steven Soderbergh,"Horror, Thriller",2018
High Flying Bird,Steven Soderbergh,Drama,2019
Let Them All Talk,Steven Soderbergh,"Comedy, Drama",2020
No Sudden Move,Steven Soderbergh,"Crime, Thriller",2021
Kimi,Steven Soderbergh,"Thriller, Mystery, Crime",2022
Magic Mike's Last Dance,Steven Soderbergh,"Comedy, Drama, Romance",2023
Mr. Kneff,Steven Soderbergh,,2023
Presence,Steven Soderbergh,"Horror, Thriller",2025
Night Gallery,Steven Spielberg,"TV Movie, Thriller, Horror",1969
Duel,Steven Spielberg,"Action, Thriller, TV Movie",1971
Something Evil,Steven Spielberg,"TV Movie, Horror",1972
Savage,Steven Spielberg,"TV Movie, Thriller, Drama",1973
The Sugarland Express,Steven Spielberg,"Crime, Drama",1974
Jaws,Steven Spielberg,"Horror, Thriller, Adventure",1975
Close Encounters of the Third Kind,Steven Spielberg,"Science Fiction, Drama",1977
1941,Steven Spielberg,"Comedy, War",1979
Raiders of the Lost Ark,Steven Spielberg,"Adventure, Action",1981
E.T. the Extra-Terrestrial,Steven Spielberg,"Science Fiction, Adventure, Family, Fantasy",1982
Indiana Jones and the Temple of Doom,Steven Spielberg,"Adventure, Action",1984
The Color Purple,Steven Spielberg,"Drama, History",1985
Empire of the Sun,Steven Spielberg,"Drama, History, War",1987
Indiana Jones and the Last Crusade,Steven Spielberg,"Adventure, Action",1989
Always,Steven Spielberg,"Romance, Fantasy, Drama",1989
Hook,Steven Spielberg,"Adventure, Fantasy, Comedy, Family",1991
Jurassic Park,Steven Spielberg,"Adventure, Science Fiction",1993
Schindler's List,Steven Spielberg,"Drama, History, War",1993
The Lost World: Jurassic Park,Steven Spielberg,"Adventure, Action, Science Fiction",1997
Amistad,Steven Spielberg,"Drama, History, Mystery",1997
Saving Private Ryan,Steven Spielberg,"Drama, History, War",1998
A.I. Artificial Intelligence,Steven Spielberg,"Drama, Science Fiction, Adventure",2001
Minority Report,Steven Spielberg,"Science Fiction, Action, Thriller",2002
Catch Me If You Can,Steven Spielberg,"Drama, Crime",2002
The Terminal,Steven Spielberg,"Comedy, Drama",2004
War of the Worlds,Steven Spielberg,"Adventure, Thriller, Science Fiction",2005
Munich,Steven Spielberg,"Drama, Action, History, Thriller",2005
Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,"Adventure, Action",2008
The Adventures of Tintin,Steven Spielberg,"Adventure, Animation, Mystery",2011
War Horse,Steven Spielberg,"War, History, Adventure",2011
Lincoln,Steven Spielberg,"History, Drama",2012
Bridge of Spies,Steven Spielberg,"Thriller, Drama",2015
The BFG,Steven Spielberg,"Adventure, Family, Fantasy",2016
The Post,Steven Spielberg,"Drama, History",2017
Ready Player One,Steven Spielberg,"Adventure, Action, Science Fiction",2018
West Side Story,Steven Spielberg,"Drama, Romance, Crime",2021
The Fabelmans,Steven Spielberg,Drama,2022
The Slender Thread,Sydney Pollack,Drama,1965
This Property Is Condemned,Sydney Pollack,"Drama, Romance",1966
The Scalphunters,Sydney Pollack,"Comedy, Western",1968
"They Shoot Horses, Don't They?",Sydney Pollack,Drama,1969
Castle Keep,Sydney Pollack,"Comedy, Drama, War",1969
Jeremiah Johnson,Sydney Pollack,"Adventure, Western",1972
The Way We Were,Sydney Pollack,"Drama, Romance",1973
The Yakuza,Sydney Pollack,"Crime, Drama",1974
Three Days of the Condor,Sydney Pollack,"Thriller, Mystery",1975
Bobby Deerfield,Sydney Pollack,"Drama, Romance",1977
The Electric Horseman,Sydney Pollack,"Drama, Romance, Comedy, Western",1979
Absence of Malice,Sydney Pollack,"Drama, Romance",1981
Tootsie,Sydney Pollack,"Comedy, Romance",1982
Out of Africa,Sydney Pollack,"History, Romance, Drama",1985
Havana,Sydney Pollack,"Drama, Romance",1990
Sanford Meisner Master Class,Sydney Pollack,Documentary,1990
The Firm,Sydney Pollack,"Drama, Mystery, Thriller",1993
Sabrina,Sydney Pollack,"Comedy, Romance",1995
Random Hearts,Sydney Pollack,"Drama, Romance, Thriller",1999
The Interpreter,Sydney Pollack,"Crime, Thriller",2005
Sketches of Frank Gehry,Sydney Pollack,Documentary,2006
Bukowski,Taylor Hackford,Documentary,1973
The Idolmaker,Taylor Hackford,"Drama, Romance, Music",1980
An Officer and a Gentleman,Taylor Hackford,"Drama, Romance",1982
Against All Odds,Taylor Hackford,"Crime, Drama, Romance, Thriller",1984
White Nights,Taylor Hackford,"Drama, Thriller",1985
Chuck Berry - Hail! Hail! Rock 'n' Roll,Taylor Hackford,"Documentary, Music",1987
Everybody's All-American,Taylor Hackford,"Drama, Romance",1988
Bound by Honor,Taylor Hackford,"Crime, Action, Drama, Thriller",1993
Dolores Claiborne,Taylor Hackford,"Crime, Drama, Mystery",1995
The Devil's Advocate,Taylor Hackford,"Drama, Mystery, Thriller, Horror",1997
Proof of Life,Taylor Hackford,"Thriller, Drama",2000
Ray,Taylor Hackford,"Drama, Music",2004
Love Ranch,Taylor Hackford,Drama,2010
Parker,Taylor Hackford,"Action, Crime",2013
The Comedian,Taylor Hackford,Comedy,2016
Badlands,Terrence Malick,"Crime, Drama, Romance",1974
Days of Heaven,Terrence Malick,"Drama, Romance",1978
The Thin Red Line,Terrence Malick,"Drama, History, War",1998
The New World,Terrence Malick,"Drama, History, Romance",2005
The Tree of Life,Terrence Malick,"Drama, Fantasy",2011
To the Wonder,Terrence Malick,"Drama, Romance",2013
Knight of Cups,Terrence Malick,"Drama, Romance",2015
Voyage of Time: Life's Journey,Terrence Malick,"Documentary, Drama, History",2017
Song to Song,Terrence Malick,"Romance, Drama",2017
A Hidden Life,Terrence Malick,"History, Drama, War",2019
The Biggest Heroes,Thomas Vinterberg,"Comedy, Drama",1996
The Celebration,Thomas Vinterberg,Drama,1998
D-Day,Thomas Vinterberg,"TV Movie, Crime, Drama",2000
It's All About Love,Thomas Vinterberg,"Drama, Romance, Science Fiction, Thriller",2003
Dear Wendy,Thomas Vinterberg,"Comedy, Crime, Drama, Romance",2005
When a Man Comes Home,Thomas Vinterberg,Comedy,2007
Submarino,Thomas Vinterberg,Drama,2010
The Hunt,Thomas Vinterberg,Drama,2012
Far from the Madding Crowd,Thomas Vinterberg,"Drama, Romance",2015
The Commune,Thomas Vinterberg,Drama,2016
Kursk,Thomas Vinterberg,"Drama, History, Thriller, Action",2018
Another Round,Thomas Vinterberg,"Comedy, Drama",2020
Bob Roberts,Tim Robbins,"Comedy, Drama",1992
Dead Man Walking,Tim Robbins,Drama,1995
Cradle Will Rock,Tim Robbins,Drama,1999
Embedded Live,Tim Robbins,Comedy,2005
45 Seconds of Laughter,Tim Robbins,Documentary,2019
In the Bedroom,Todd Field,"Drama, Thriller",2001
Little Children,Todd Field,"Drama, Romance",2006
TÁR,Todd Field,"Drama, Music",2022
Frat House,Todd Phillips,Documentary,1998
Road Trip,Todd Phillips,"Comedy, Adventure",2000
Phish: Bittersweet Motel,Todd Phillips,"Documentary, Music",2000
Old School,Todd Phillips,Comedy,2003
Starsky & Hutch,Todd Phillips,"Comedy, Crime",2004
School for Scoundrels,Todd Phillips,"Comedy, Romance",2006
The Hangover,Todd Phillips,Comedy,2009
Due Date,Todd Phillips,"Comedy, Drama",2010
The Hangover Part II,Todd Phillips,Comedy,2011
The Hangover Part III,Todd Phillips,Comedy,2013
War Dogs,Todd Phillips,"Comedy, Crime, Drama",2016
Joker,Todd Phillips,"Crime, Thriller, Drama",2019
Joker: Folie à Deux,Todd Phillips,"Drama, Crime, Thriller",2024
Red Dust,Tom Hooper,Drama,2004
Longford,Tom Hooper,"Crime, Drama, TV Movie",2006
The Damned United,Tom Hooper,"Drama, History",2009
The King's Speech,Tom Hooper,"Drama, History",2010
The Danish Girl,Tom Hooper,Drama,2015
Cats,Tom Hooper,"Fantasy, Comedy, Drama",2019
The Station Agent,Tom McCarthy,"Drama, Comedy",2003
The Visitor,Tom McCarthy,"Crime, Drama, Music",2008
Win Win,Tom McCarthy,"Drama, Comedy",2011
The Cobbler,Tom McCarthy,"Fantasy, Comedy, Drama",2014
Spotlight,Tom McCarthy,"Drama, History",2015
Timmy Failure: Mistakes Were Made,Tom McCarthy,"Family, Mystery, Comedy, Fantasy",2020
Stillwater,Tom McCarthy,"Drama, Crime, Thriller",2021
Michael Clayton,Tony Gilroy,"Drama, Thriller, Crime",2007
Duplicity,Tony Gilroy,"Romance, Comedy, Crime",2009
The Bourne Legacy,Tony Gilroy,"Action, Thriller",2012
On Trial,W.S. Van Dyke,Drama,1917
Men of the Desert,W.S. Van Dyke,Western,1917
The Lady of the Dugout,W.S. Van Dyke,"Western, Drama",1918
Double Adventure,W.S. Van Dyke,"Adventure, Action",1921
According to Hoyle,W.S. Van Dyke,Comedy,1922
Forget Me Not,W.S. Van Dyke,Drama,1922
The Little Girl Next Door,W.S. Van Dyke,Drama,1923
Gold Heels,W.S. Van Dyke,Drama,1924
The Beautiful Sinner,W.S. Van Dyke,"Drama, Crime",1924
Winner Take All,W.S. Van Dyke,"Western, Drama",1924
Loving Lies,W.S. Van Dyke,Drama,1924
The Desert's Price,W.S. Van Dyke,Western,1925
Winners Of The Wilderness,W.S. Van Dyke,"Drama, War, History",1927
Spoilers of the West,W.S. Van Dyke,Western,1927
The Eyes of the Totem,W.S. Van Dyke,Drama,1927
White Shadows in the South Seas,W.S. Van Dyke,"Romance, Adventure, Drama",1928
The Pagan,W.S. Van Dyke,Drama,1929
Trader Horn,W.S. Van Dyke,"Action, Adventure",1931
The Cuban Love Song,W.S. Van Dyke,"Music, Romance",1931
Never the Twain Shall Meet,W.S. Van Dyke,Drama,1931
Guilty Hands,W.S. Van Dyke,"Crime, Drama",1931
Tarzan the Ape Man,W.S. Van Dyke,"Action, Adventure",1932
Night Court,W.S. Van Dyke,"Crime, Drama, Thriller",1932
Penthouse,W.S. Van Dyke,"Crime, Mystery",1933
The Prizefighter and the Lady,W.S. Van Dyke,"Romance, Comedy",1933
Eskimo,W.S. Van Dyke,"Drama, Action, Adventure",1933
The Thin Man,W.S. Van Dyke,"Comedy, Mystery, Crime",1934
Manhattan Melodrama,W.S. Van Dyke,"Crime, Drama, Romance",1934
Hide-Out,W.S. Van Dyke,"Comedy, Crime, Drama, Romance",1934
Forsaking All Others,W.S. Van Dyke,"Comedy, Romance",1934
Laughing Boy,W.S. Van Dyke,"Western, Drama, Romance",1934
